SONumber,OrderDate,CustomerCode,CustomerName,SalesRepName,CustomerPONumber,RequestedShipDate,ItemCode,ItemDescription,LineAmount
64984.0,2026-02-11,ORORA     ,Orora Business Service Center,Bryan Daniels,5300704796              ,2026-02-11,005686                  ,D* Citric Acid CAS# 77-92-9,85.636318
64984.0,2026-02-11,ORORA     ,Orora Business Service Center,Bryan Daniels,5300704796              ,2026-02-11,005525                  ,D* AmmoniumGlycyrrhizate Magnasweet 110-2X CAS#53956-04-0 KOSHER,1033.122468
64984.0,2026-02-11,ORORA     ,Orora Business Service Center,Bryan Daniels,5300704796              ,2026-02-11,006901                  ,D* ASCORBIC ACID CAS# 50-81-7  KOSHER,76.01573466
64984.0,2026-02-11,ORORA     ,Orora Business Service Center,Bryan Daniels,5300704796              ,2026-02-11,005527                  ,D* Mentha Arvensis (Cornmint) Leaf Oil CAS# 68917-18-0 KOSHER,135.4798603
64984.0,2026-02-11,ORORA     ,Orora Business Service Center,Bryan Daniels,5300704796              ,2026-02-11,005528                  ,D* Mentha Viridis (Spearmint) Leaf Oil CAS# 8008-79-5 KOSHER,367.0900533
64984.0,2026-02-11,ORORA     ,Orora Business Service Center,Bryan Daniels,5300704796              ,2026-02-11,005530                  ,D* Sodium Fluoride CAS#7681-49-4  KOSHER,124.132224
64984.0,2026-02-11,ORORA     ,Orora Business Service Center,Bryan Daniels,5300704796              ,2026-02-11,005590                  ,"BAG, AP2390.11 Arena ""Air-Evac"" Vertex, 3Ply Liquid Liner Bag",1863.129996
64991.0,2026-02-12,MPM-COL   ,MPM Medical LLC - COL,PCI House Account,51507                   ,1900-01-02,R-170061                ,Box S-4345 8 X 8 X 5,92.3
64992.0,2026-02-13,Bloomi    ,The Bloomi Inc,PCI House Account,FILL-012726             ,1900-01-02,008012                  ,Bloomi Delight 3oz (1K Use Only),1000.0
64993.0,2026-02-16,MPM-COL   ,MPM Medical LLC - COL,PCI House Account,51509                   ,1900-01-02,007057                  ,D* SODIUM HYALURONATE (Hyaluronic Acid) CAS# 9067-32-7,400.0
64993.0,2026-02-16,MPM-COL   ,MPM Medical LLC - COL,PCI House Account,51509                   ,1900-01-02,007919                  ,Hyaluronate Acid Powder CAS# 9067-32-7,31.25
64994.0,2026-02-16,MPM-COL   ,MPM Medical LLC - COL,PCI House Account,51508                   ,1900-01-02,004679                  ,BM 2110 USA DOMESTIC BOVINE COLLAGEN DOUGH,24464.0
64994.0,2026-02-16,MPM-COL   ,MPM Medical LLC - COL,PCI House Account,51508                   ,1900-01-02,N-4001                  ,Freight Cost,4150.0
64995.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616183              ,2026-05-11,005975                  ,"MEDLINE SUREFILM 2"" X 11 YARDS MSC2402",319.56
64996.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616185              ,2026-05-11,003132                  ,MEDLINE CURAD NASAL TUBE HOLDER CURNASTUB50,110.0
64997.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616181              ,2026-05-11,003132                  ,MEDLINE CURAD NASAL TUBE HOLDER CURNASTUB50,55.0
64998.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616173              ,2026-05-11,003132                  ,MEDLINE CURAD NASAL TUBE HOLDER CURNASTUB50,110.0
64998.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616173              ,2026-05-11,005116                  ,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,1078.14
64999.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616174              ,2026-05-11,005117                  ,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,662.2
65000.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616187              ,2026-05-11,003132                  ,MEDLINE CURAD NASAL TUBE HOLDER CURNASTUB50,110.0
65001.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616171              ,2026-05-11,005117                  ,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,94.6
65002.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616176              ,2026-05-11,003132                  ,MEDLINE CURAD NASAL TUBE HOLDER CURNASTUB50,110.0
65002.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616176              ,2026-05-11,005116                  ,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,634.2
65003.0,2026-02-16,MEDL      ,"Medline Industries, Inc.",Brian Davies,4519616166              ,2026-05-11,005117                  ,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,189.2
65004.0,2026-02-17,MEDL      ,"Medline Industries, Inc.",Bryan Daniels,500399949               ,2026-02-24,004785                  ,"MEDLINE 119883 10""x16"" Instrument Drape",160.0
65005.0,2026-02-17,MEDL      ,"Medline Industries, Inc.",Bryan Daniels,686083955               ,2026-05-09,006039                  ,MEDLINE SURESITE 4 X 4.75 MSC2304,2967.84
65006.0,2026-02-17,MEDL      ,"Medline Industries, Inc.",Brian Davies,110446595               ,2026-05-30,006039                  ,MEDLINE SURESITE 4 X 4.75 MSC2304,2885.4
65007.0,2026-02-18,TURN      ,Turn Therapeutics,Bryan Daniels,1046                    ,1900-01-02,N-4001                  ,1 of 3 Bulk Validations,1910.0
65007.0,2026-02-18,TURN      ,Turn Therapeutics,Bryan Daniels,1046                    ,1900-01-02,007997                  ,Turn Therapeutics Hexagen Bulk - 55 Gallon Drum,15280.0
65007.0,2026-02-18,TURN      ,Turn Therapeutics,Bryan Daniels,1046                    ,1900-01-02,N-4001                  ,Cleaning Validation,10000.0
65008.0,2026-02-19,MONADERM  ,Monaderm,Jennifer Hurrell,COM2026-011902          ,1900-01-02,F-22004                 ,5 SITE SEMI-OCCLUSIVE STRIP,6560.0
65009.0,2026-02-20,ORORA     ,Orora Business Service Center,Bryan Daniels,5300706342              ,1900-01-02,006323                  ,MINERALIZ GU/Zn CAS# 4468-02-4 KOSHER,4961.394064
65009.0,2026-02-20,ORORA     ,Orora Business Service Center,Bryan Daniels,5300706342              ,1900-01-02,007224                  ,GREEN TEA PHYTOBASIC IN PG (3345L) KOSHER,853.65075
65009.0,2026-02-20,ORORA     ,Orora Business Service Center,Bryan Daniels,5300706342              ,1900-01-02,006327                  ,ALOE VERA LEAF GEL DECOLORIZED 10X # AG014 CAS#94349-62-9,277.5380949
65009.0,2026-02-20,ORORA     ,Orora Business Service Center,Bryan Daniels,5300706342              ,1900-01-02,006328                  ,CARBOX WAX SENTRY POLYETHYLENE GLYCOL 600 NF CAS#25322-68-3,6977.103496
65009.0,2026-02-20,ORORA     ,Orora Business Service Center,Bryan Daniels,5300706342              ,1900-01-02,006330                  ,MENTHOL CAS#2216-51-5   KOSHER,867.703068
65009.0,2026-02-20,ORORA     ,Orora Business Service Center,Bryan Daniels,5300706342              ,1900-01-02,005713                  ,Polysorbate 20 CAS# 9005-64-5,919.013442
65009.0,2026-02-20,ORORA     ,Orora Business Service Center,Bryan Daniels,5300706342              ,1900-01-02,007573                  ,AUSTRALIAN TEA TREE OIL #50-6270-01,66.99017436
65010.0,2026-02-23,COVIDMA   ,Patient Recovery,Bryan Daniels,6200049140              ,2026-06-18,007488                  ,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 3""x4"" 2132",184032.0
65013.0,2026-02-24,CLYRA     ,"Clyra Medical Technologies, Inc.",Brian Davies,STRKMYR-2.23.26         ,2026-03-24,007861                  ,ViaCLYR Flip Top 8oz,13500.0
65013.0,2026-02-24,CLYRA     ,"Clyra Medical Technologies, Inc.",Brian Davies,STRKMYR-2.23.26         ,2026-03-24,007862                  ,ViaCLYR Flip Top 16oz,17500.0
65013.0,2026-02-24,CLYRA     ,"Clyra Medical Technologies, Inc.",Brian Davies,STRKMYR-2.23.26         ,2026-03-24,007863                  ,ViaCLYR Flip Top 32oz,7520.0
65011.0,2026-02-24,CENTURION ,Centurion Medical Products Corp,Jennifer Hurrell,6000028725              ,2026-07-22,000609                  ,MEDISTRIP 1/4 IN X 3 IN BULK,2023.0
65011.0,2026-02-24,CENTURION ,Centurion Medical Products Corp,Jennifer Hurrell,6000028725              ,2026-07-22,000610                  ,MEDISTRIP 1 IN X 4 IN BULK,10807.5
65012.0,2026-02-24,CENTURION ,Centurion Medical Products Corp,Bryan Daniels,6000028725              ,2026-06-03,002977                  ,MEDLINE DRSG SURESITE 4.75 X 4 FRAME/LABL (MSC52281),21420.0
65014.0,2026-02-24,FREUD     ,Freudenberg Performance Materials LP,Bryan Daniels,47036876                ,2026-08-03,005045                  ,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,40750.0
,,,,,,,,,346225.89308926
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
